Title,Rank,Type,Episodes,Aired,Members,Page_url,image_url,Score
Dumbbell Nan Kilo Moteru?,2796,TV,12,Jul 2019 - Sep 2019,376648,https://myanimelist.net/anime/39026/Dumbbell_Nan_Kilo_Moteru,https://cdn.myanimelist.net/r/100x140/images/anime/1385/101060.jpg?s=0d65d531fe1befb2ad7516bd6326ed17,7.25
Slayers Evolution-R,2179,TV,13,Jan 2009 - Apr 2009,31801,https://myanimelist.net/anime/5233/Slayers_Evolution-R,https://cdn.myanimelist.net/r/100x140/images/anime/5/20938.jpg?s=66aeb3045d60d3ce07cbea0a39e4a5c3,7.38
Allison to Lillia,2402,TV,26,Apr 2008 - Oct 2008,42031,https://myanimelist.net/anime/3549/Allison_to_Lillia,https://cdn.myanimelist.net/r/100x140/images/anime/9/50491.jpg?s=d80c6abe0e3f22a10fef2e124c63709b,7.33
Kimi no Sumu Machi,9002,Special,1,Nov 2015 - Nov 2015,1365,https://myanimelist.net/anime/32065/Kimi_no_Sumu_Machi,https://cdn.myanimelist.net/r/100x140/images/anime/11/77092.jpg?s=2cc25bdded0fa44e6ac24caae58c4a40,5.97
Bayonetta: Bloody Fate,5753,Movie,1,Nov 2013 - Nov 2013,50264,https://myanimelist.net/anime/20543/Bayonetta__Bloody_Fate,https://cdn.myanimelist.net/r/100x140/images/anime/1243/113390.jpg?s=ea0224b16e1c96988f2e57de94dd80f9,6.62
Geneshaft,7306,TV,13,Apr 2001 - Jun 2001,13914,https://myanimelist.net/anime/909/Geneshaft,https://cdn.myanimelist.net/r/100x140/images/anime/8/76287.jpg?s=862df6e0dbc5c32b251aa358004514a2,6.32
Karakuri no Kimi,6710,OVA,1,Mar 2000 - Mar 2000,7807,https://myanimelist.net/anime/1658/Karakuri_no_Kimi,https://cdn.myanimelist.net/r/100x140/images/anime/1/1658.jpg?s=cecb6d6188bff519bde3a2f3641a2488,6.44
Captain Tsubasa no Koutsuu Anzen,7748,OVA,1,1987 - 1987,793,https://myanimelist.net/anime/39227/Captain_Tsubasa_no_Koutsuu_Anzen,https://cdn.myanimelist.net/r/100x140/images/anime/1530/98950.jpg?s=622fb4f18b469a133ce3c2ca46911ae7,6.23
Doupo Cangqiong,2944,ONA,12,Jan 2017 - Apr 2017,12074,https://myanimelist.net/anime/36491/Doupo_Cangqiong,https://cdn.myanimelist.net/r/100x140/images/anime/6/88942.jpg?s=c11cc097b9514129d7aefdd48ce6fec0,7.22
Tono to Issho 1.5,10127,OVA,1,Aug 2010 - Aug 2010,777,https://myanimelist.net/anime/9794/Tono_to_Issho_15,https://cdn.myanimelist.net/r/100x140/images/anime/10/27152.jpg?s=ca61c73322efe557d67df55dbe88f997,5.7
Hoshi Neko Fullhouse,8270,OVA,4,Jun 1989 - Dec 1989,1375,https://myanimelist.net/anime/5927/Hoshi_Neko_Fullhouse,https://cdn.myanimelist.net/r/100x140/images/anime/3/89299.jpg?s=9303ac40c99e053c23f527b9a2346ff8,6.13
Detective Conan OVA 11: A Secret Order from London,2095,OVA,1,May 2011 - May 2011,12858,https://myanimelist.net/anime/10703/Detective_Conan_OVA_11__A_Secret_Order_from_London,https://cdn.myanimelist.net/r/100x140/images/anime/11/29489.jpg?s=4f32038b6073ea24db4801afe5110945,7.4
Kono Subarashii Sekai ni Shukufuku wo! 2,281,TV,10,Jan 2017 - Mar 2017,1443903,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,https://cdn.myanimelist.net/r/100x140/images/anime/2/83188.jpg?s=bd94394c9a1223b601c43a88dee73fd3,8.26
Violet Evergarden Movie,21,Movie,1,Sep 2020 - Sep 2020,552399,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1825/110716.jpg?s=38d96ccb027cd045ccabfd4e03f64841,8.9
Wakusei Daikaiju Negadon,11491,Movie,1,Oct 2005 - Oct 2005,1562,https://myanimelist.net/anime/3070/Wakusei_Daikaiju_Negadon,https://cdn.myanimelist.net/r/100x140/images/anime/1581/112986.jpg?s=f01021bec237ae1245533ac3d83bf842,5.27
Nurarihyon no Mago Recaps,7138,Special,2,Sep 2010 - Dec 2010,13680,https://myanimelist.net/anime/9731/Nurarihyon_no_Mago_Recaps,https://cdn.myanimelist.net/r/100x140/images/anime/12/26961.jpg?s=799fe33010a6aae1c1e60b0e017820f0,6.36
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,9111,TV,12,Jul 2014 - Sep 2014,12711,https://myanimelist.net/anime/23551/Choboraunyopomi_Gekijou_Dai_Ni_Maku_Ai_Mai_Mii__Mousou_Catastrophe,https://cdn.myanimelist.net/r/100x140/images/anime/6/65753.jpg?s=0e692f3fcb27275d6d176542734020d3,5.95
Nyuuin Bokki Monogatari: Odaijini!,9353,OVA,2,Dec 1991 - Dec 1991,624,https://myanimelist.net/anime/16970/Nyuuin_Bokki_Monogatari__Odaijini,https://cdn.myanimelist.net/r/100x140/images/anime/12/45444.jpg?s=6570fe761a0722722c81ce88e0425c4a,5.89
Fruits Basket 2nd Season,102,TV,25,Apr 2020 - Sep 2020,473520,https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1972/111635.jpg?s=687e8e8172ac24510b294986391b6803,8.55
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,3714,ONA,12,Apr 2021 - Jul 2021,1329,https://myanimelist.net/anime/48791/Luo_Xiao_Hei_Zhan_Ji__Zhongsheng_Zhi_Men,https://cdn.myanimelist.net/r/100x140/images/anime/1909/114536.jpg?s=46eb852b354ade7e24604c69e44cdff4,7.06
Aoi Blink,4440,TV,39,Apr 1989 - Mar 1990,2052,https://myanimelist.net/anime/3631/Aoi_Blink,https://cdn.myanimelist.net/r/100x140/images/anime/11/50063.jpg?s=09149544cadad52079790ac54ff465f8,6.89
Kaitou Queen wa Circus ga Osuki,7494,OVA,1,Jun 2022 - Jun 2022,2492,https://myanimelist.net/anime/49423/Kaitou_Queen_wa_Circus_ga_Osuki,https://cdn.myanimelist.net/r/100x140/images/anime/1387/121512.jpg?s=624406a2a0039d7b416537b75b0833d9,6.29
Go! Go! 575,10450,TV,4,Jan 2014 - Jan 2014,11701,https://myanimelist.net/anime/21267/Go_Go_575,https://cdn.myanimelist.net/r/100x140/images/anime/12/75228.jpg?s=bc60cfe1a8193d713a68274a9c6ab5b7,5.62
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6313,Special,1,Nov 2014 - Nov 2014,39503,https://myanimelist.net/anime/24751/Akuma_no_Riddle__Shousha_wa_Dare_Nukiuchi_Test,https://cdn.myanimelist.net/r/100x140/images/anime/11/63653.jpg?s=cd14312c4fc0026827ce3aaba97cd937,6.51
Soul Eater: Late Night Show,4707,Special,51,Apr 2008 - Mar 2009,26856,https://myanimelist.net/anime/21195/Soul_Eater__Late_Night_Show,https://cdn.myanimelist.net/r/100x140/images/anime/4/60791.jpg?s=ff9f8b1b09939250efeebbafeeeceb14,6.84
Tanaami Keiichi no Shouzou,12474,Movie,1,2003 - 2003,458,https://myanimelist.net/anime/22171/Tanaami_Keiichi_no_Shouzou,https://cdn.myanimelist.net/r/100x140/images/anime/3/58121.jpg?s=254ce56bb2ef7507cf5b6bdfe1c86976,4.62
Jakusansei Million Arthur,7983,ONA,60,Nov 2015 - Jun 2018,1827,https://myanimelist.net/anime/30954/Jakusansei_Million_Arthur,https://cdn.myanimelist.net/r/100x140/images/anime/2/77206.jpg?s=e60197d149a070144ee55ea05bc665ee,6.19
Sangokushi II: Amakakeru Otoko-tachi,7926,Special,1,Aug 1986 - Aug 1986,775,https://myanimelist.net/anime/8678/Sangokushi_II__Amakakeru_Otoko-tachi,https://cdn.myanimelist.net/r/100x140/images/anime/8/72949.jpg?s=a9082d2ca837ae27ef403590b3be961e,6.2
Shouxi Yu Ling Shi,7210,ONA,40,Jun 2020 - Oct 2020,1402,https://myanimelist.net/anime/42268/Shouxi_Yu_Ling_Shi,https://cdn.myanimelist.net/r/100x140/images/anime/1457/108134.jpg?s=a9364ebea801dba12a4a7170c8fc54a1,6.34
Life: Jinsei no Taisetsu na Toki ni...,9601,ONA,1,Mar 2013 - Mar 2013,297,https://myanimelist.net/anime/36582/Life__Jinsei_no_Taisetsu_na_Toki_ni,https://cdn.myanimelist.net/r/100x140/images/anime/7/88414.jpg?s=eab08092c75567c491b93c32a59565f6,5.83
Level E,2058,TV,13,Jan 2011 - Apr 2011,92844,https://myanimelist.net/anime/9834/Level_E,https://cdn.myanimelist.net/r/100x140/images/anime/4/29668.jpg?s=4d1d1fad7213e2f16f243c2364b05258,7.41
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6219,Special,1,Aug 2007 - Aug 2007,7465,https://myanimelist.net/anime/4712/Digimon_Savers__Agumon_Gaomon_Lalamon_Bakuretsu_Jougai_Last_Battle,https://cdn.myanimelist.net/r/100x140/images/anime/3/61029.jpg?s=581f62c4f733814fd87433577ab57cd0,6.53
Tansu Warashi.,5132,Movie,1,Mar 2011 - Mar 2011,5719,https://myanimelist.net/anime/10502/Tansu_Warashi,https://cdn.myanimelist.net/r/100x140/images/anime/1053/103696.jpg?s=601680317c90b58a2e0a6e40836e9d45,6.74
Anime Yasei no Sakebi,9752,TV,22,May 1982 - Sep 1982,599,https://myanimelist.net/anime/8239/Anime_Yasei_no_Sakebi,https://cdn.myanimelist.net/r/100x140/images/anime/4/56735.jpg?s=944350f5b893cbfd82c42426b3ed9b8f,5.79
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,6196,Movie,1,Apr 1987 - Apr 1987,2190,https://myanimelist.net/anime/2493/Touch_3__Kimi_ga_Toorisugita_Ato_ni_-_Dont_Pass_Me_By,https://cdn.myanimelist.net/r/100x140/images/anime/13/3044.jpg?s=47aa07137b5c49ec744a31d3157da86c,6.54
Working!!!,641,TV,13,Jul 2015 - Sep 2015,241322,https://myanimelist.net/anime/25879/Working,https://cdn.myanimelist.net/r/100x140/images/anime/7/73886.jpg?s=4cade29b6aecedc32aad9073fb60ce81,7.96
Ansatsu Kyoushitsu: 365-nichi no Jikan,2330,Movie,1,Nov 2016 - Nov 2016,114239,https://myanimelist.net/anime/33513/Ansatsu_Kyoushitsu__365-nichi_no_Jikan,https://cdn.myanimelist.net/r/100x140/images/anime/4/84834.jpg?s=f727e95b30944876bde1c76c83753914,7.34
30-sai no Hoken Taiiku Specials,8400,Special,3,Jul 2011 - Sep 2011,6490,https://myanimelist.net/anime/12131/30-sai_no_Hoken_Taiiku_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/4/55889.jpg?s=afcd04943d0062fab4eb0652f701d328,6.1
Mars,8869,OVA,2,Jun 1994 - Aug 1994,646,https://myanimelist.net/anime/10648/Mars,https://cdn.myanimelist.net/r/100x140/images/anime/10/29308.jpg?s=c761448d03dd30081ea44700c530ab42,6.0
Ikoku Meiro no Croisée The Animation,2038,TV,12,Jul 2011 - Sep 2011,57699,https://myanimelist.net/anime/9938/Ikoku_Meiro_no_Croisée_The_Animation,https://cdn.myanimelist.net/r/100x140/images/anime/6/74051.jpg?s=948f10753e7e301c307780ecf0b21bf1,7.42
Uchi no Maid ga Uzasugiru!,4506,TV,12,Oct 2018 - Dec 2018,115856,https://myanimelist.net/anime/37722/Uchi_no_Maid_ga_Uzasugiru,https://cdn.myanimelist.net/r/100x140/images/anime/1786/95330.jpg?s=d257c18fb3defaaef014734fbe464c41,6.88
One Piece Film: Gold Episode 0 - 711 ver.,3120,Special,1,Jul 2016 - Jul 2016,23454,https://myanimelist.net/anime/33606/One_Piece_Film__Gold_Episode_0_-_711_ver,https://cdn.myanimelist.net/r/100x140/images/anime/4/83792.jpg?s=2247991b382c2fbfd3bd97443c6e3816,7.19
Clannad,589,TV,23,Oct 2007 - Mar 2008,1374854,https://myanimelist.net/anime/2167/Clannad,https://cdn.myanimelist.net/r/100x140/images/anime/1804/95033.jpg?s=396d8c38c2f3101ba54172721dead624,8.0
Gararin to Gororin,11735,Special,1,Feb 2006 - Feb 2006,390,https://myanimelist.net/anime/29503/Gararin_to_Gororin,https://cdn.myanimelist.net/r/100x140/images/anime/11/78485.jpg?s=4e75b5d13da4abd0bed19b35a33bce7e,5.16
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,547,OVA,1,Oct 2016 - Oct 2016,238579,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA,https://cdn.myanimelist.net/r/100x140/images/anime/13/84052.jpg?s=030e1b213b4f755e5fa02a1dd2604a8e,8.03
Hitsugi no Chaika: Avenging Battle,3211,TV,10,Oct 2014 - Dec 2014,200893,https://myanimelist.net/anime/24231/Hitsugi_no_Chaika__Avenging_Battle,https://cdn.myanimelist.net/r/100x140/images/anime/3/67797.jpg?s=e006144333215357eb2a3f0daca00ea6,7.17
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,7708,Special,1,Nov 2013 - Nov 2013,7046,https://myanimelist.net/anime/20187/Genei_wo_Kakeru_Taiyou__Fumikomenai_Kokoro,https://cdn.myanimelist.net/r/100x140/images/anime/5/53747.jpg?s=2a8ebcae94f798db8d8272b0b743bdd1,6.24
King of Prism: Shiny Seven Stars,6802,TV,12,Apr 2019 - Jul 2019,5535,https://myanimelist.net/anime/39699/King_of_Prism__Shiny_Seven_Stars,https://cdn.myanimelist.net/r/100x140/images/anime/1649/100502.jpg?s=fc54b2ca98f3a78d524129a1421897c0,6.42
Genbanojou,8111,Movie,1,Mar 2017 - Mar 2017,1105,https://myanimelist.net/anime/33389/Genbanojou,https://cdn.myanimelist.net/r/100x140/images/anime/2/84200.jpg?s=4bc67646630c91617dc1437e761294a4,6.16
Tobacco wa Dasai,12554,ONA,1,Feb 2014 - Feb 2014,699,https://myanimelist.net/anime/23401/Tobacco_wa_Dasai,https://cdn.myanimelist.net/r/100x140/images/anime/4/60441.jpg?s=190c41c7d6dad19c659fa8cde7320306,4.49
Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,5044,Movie,1,Aug 1998 - Aug 1998,13328,https://myanimelist.net/anime/83/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai_-_Millers_Report,https://cdn.myanimelist.net/r/100x140/images/anime/1132/100198.jpg?s=4d690c1ac3de5b9118ca3d36772e3b02,6.76
Madonna,8741,OVA,2,Mar 1988 - Jun 1989,2025,https://myanimelist.net/anime/3482/Madonna,https://cdn.myanimelist.net/r/100x140/images/anime/2/67361.jpg?s=d2791e16009496a1c04c865aaa3f967e,6.03
Haikyuu!!,151,TV,25,Apr 2014 - Sep 2014,1877776,https://myanimelist.net/anime/20583/Haikyuu,https://cdn.myanimelist.net/r/100x140/images/anime/7/76014.jpg?s=a80c94b3a8b26f1a21914d7d71ce36f3,8.44
Joker: Marginal City,11674,OVA,1,Apr 1992 - Apr 1992,1714,https://myanimelist.net/anime/3661/Joker__Marginal_City,https://cdn.myanimelist.net/r/100x140/images/anime/1399/99242.jpg?s=5d928db1908e2049872e6ca3fc916fde,5.19
Occultic;Nine,4473,TV,12,Oct 2016 - Dec 2016,190876,https://myanimelist.net/anime/32962/Occultic_Nine,https://cdn.myanimelist.net/r/100x140/images/anime/8/81186.jpg?s=3cee8f5735e9c44f96a5f07df792a8ec,6.89
Hensuki▽,8574,TV,12,Jul 2019 - Sep 2019,2428,https://myanimelist.net/anime/49871/Hensuki▽,https://cdn.myanimelist.net/r/100x140/images/anime/1973/122533.jpg?s=7920dd31af8770c79f0909738a56175f,6.07
Future Card Buddyfight Battsu: All-Star Fight,5309,TV,8,Apr 2018 - May 2018,2339,https://myanimelist.net/anime/37611/Future_Card_Buddyfight_Battsu__All-Star_Fight,https://cdn.myanimelist.net/r/100x140/images/anime/1924/95069.jpg?s=a80b10484f6dd15bf90572633d50f6e2,6.71
Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,1382,TV,13,Oct 2015 - Dec 2015,14674,https://myanimelist.net/anime/30549/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus_Part_2,https://cdn.myanimelist.net/r/100x140/images/anime/7/76538.jpg?s=7338925df0b171f2eb0efac965acfaf9,7.61
"Kanojo, Okarishimasu 2nd Season",4666,TV,12,Jul 2022 - Sep 2022,382191,https://myanimelist.net/anime/42963/Kanojo_Okarishimasu_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1070/124592.jpg?s=1cb8d3a724f41ab9ccb19193efffe690,6.85
Hourou Musuko,1148,TV,11,Jan 2011 - Apr 2011,126808,https://myanimelist.net/anime/8426/Hourou_Musuko,https://cdn.myanimelist.net/r/100x140/images/anime/13/53945.jpg?s=1060638081f424ef5f2f07bfc4ea08ea,7.7
Tenki no Ko CMs,9436,Special,8,Jun 2019 - 2019,4899,https://myanimelist.net/anime/40034/Tenki_no_Ko_CMs,https://cdn.myanimelist.net/r/100x140/images/anime/1959/101750.jpg?s=3c7b3f6d9da9f250adade3a6232203f6,5.87
Cyborg 009: Call of Justice 1,7829,Movie,1,Nov 2016 - Nov 2016,5839,https://myanimelist.net/anime/33685/Cyborg_009__Call_of_Justice_1,https://cdn.myanimelist.net/r/100x140/images/anime/11/81018.jpg?s=bf44581872ca2cd97a2dc52e944e5da4,6.21
Rail Romanesque,11798,TV,12,Oct 2020 - Dec 2020,27649,https://myanimelist.net/anime/40958/Rail_Romanesque,https://cdn.myanimelist.net/r/100x140/images/anime/1858/113920.jpg?s=bacadb61edfd399d4d7a0d3c6016e91c,5.13
Strike Witches 2,2610,TV,12,Jul 2010 - Sep 2010,82288,https://myanimelist.net/anime/6381/Strike_Witches_2,https://cdn.myanimelist.net/r/100x140/images/anime/13/25477.jpg?s=e9a862544d0a1d01642faee4154c5265,7.29
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,1226,TV,12,Apr 2017 - Jun 2017,382799,https://myanimelist.net/anime/33502/Shuumatsu_Nani_Shitemasu_ka_Isogashii_desu_ka_Sukutte_Moratte_Ii_desu_ka,https://cdn.myanimelist.net/r/100x140/images/anime/4/85260.jpg?s=53746c63ae1e13f00e41955e195e4ac1,7.67
Little Nemo Pilot (1984),8662,Special,1,1984 - 1984,1145,https://myanimelist.net/anime/13789/Little_Nemo_Pilot_1984,https://cdn.myanimelist.net/r/100x140/images/anime/1347/107264.jpg?s=b9284826dc38cfce1999fe9b0997d96e,6.05
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,10013,Special,1,Dec 2015 - Dec 2015,582,https://myanimelist.net/anime/32609/Sinbad__Soratobu_Hime_to_Himitsu_no_Shima_Pilot,https://cdn.myanimelist.net/r/100x140/images/anime/9/78284.jpg?s=14773f51664b268bab089dd68f389945,5.73
Ashinaga Ojisan,10890,Special,1,Oct 1979 - Oct 1979,959,https://myanimelist.net/anime/20587/Ashinaga_Ojisan,https://cdn.myanimelist.net/r/100x140/images/anime/8/54637.jpg?s=2b8ca4907118fa5754f949eb9b32159a,5.48
Compiler Festa,11730,OVA,1,Dec 1995 - Dec 1995,1218,https://myanimelist.net/anime/5237/Compiler_Festa,https://cdn.myanimelist.net/r/100x140/images/anime/9/61471.jpg?s=e263845f3ac8f07ed93934f95617da41,5.17
Bing Zhu Qi Hun,8721,ONA,12,Jan 2022 - Mar 2022,720,https://myanimelist.net/anime/50565/Bing_Zhu_Qi_Hun,https://cdn.myanimelist.net/r/100x140/images/anime/1926/120629.jpg?s=2cc03efec583bb01ce2f241c083a1c7d,6.03
Shinmai Maou no Testament Departures,4382,OVA,1,Mar 2018 - Mar 2018,90976,https://myanimelist.net/anime/36688/Shinmai_Maou_no_Testament_Departures,https://cdn.myanimelist.net/r/100x140/images/anime/1395/95778.jpg?s=b2bcb3d06a2c5696a45c0d873710ee75,6.91
Chen-Kuro Gakuen,11423,Movie,3,Dec 2016 - Feb 2017,812,https://myanimelist.net/anime/34762/Chen-Kuro_Gakuen,https://cdn.myanimelist.net/r/100x140/images/anime/12/83830.jpg?s=9624f7fad2ddc659d892304841b52af8,5.3
6 Angels,12644,ONA,6,Nov 2001 - Jul 2002,3564,https://myanimelist.net/anime/2475/6_Angels,https://cdn.myanimelist.net/r/100x140/images/anime/6/36019.jpg?s=ae0fddc3f5f29b891e4bc1fa52f9e4f2,4.29
Detroit Metal City,456,OVA,12,Aug 2008 - Oct 2008,205966,https://myanimelist.net/anime/3702/Detroit_Metal_City,https://cdn.myanimelist.net/r/100x140/images/anime/3/9853.jpg?s=0aaf1d4891d0c3611aa68b4b3ac5760b,8.1
Kiteretsu Daihyakka,4759,TV,331,Mar 1988 - Jun 1996,5671,https://myanimelist.net/anime/6509/Kiteretsu_Daihyakka,https://cdn.myanimelist.net/r/100x140/images/anime/1872/133507.jpg?s=0708e8087fbcb4fd90cc0b5bf9fa3918,6.82
Jikuu Tenshou Nazca,10854,TV,12,Apr 1998 - Jun 1998,7269,https://myanimelist.net/anime/1775/Jikuu_Tenshou_Nazca,https://cdn.myanimelist.net/r/100x140/images/anime/5/15446.jpg?s=437312408c6c2d1d024456a72c5da2d8,5.5
Nine 2: Koibito Sengen,9067,Special,1,Dec 1983 - Dec 1983,904,https://myanimelist.net/anime/9243/Nine_2__Koibito_Sengen,https://cdn.myanimelist.net/r/100x140/images/anime/12/25620.jpg?s=916c7e357e8bb6093e5b5a234bc45422,5.96
Riding Bean,3724,OVA,1,Feb 1989 - Feb 1989,21441,https://myanimelist.net/anime/917/Riding_Bean,https://cdn.myanimelist.net/r/100x140/images/anime/1310/112637.jpg?s=b29258f8b66a4079b310652f4dd07efb,7.06
Urashimasakatasen no Nichijou Special,8621,Special,1,Feb 2020 - Feb 2020,850,https://myanimelist.net/anime/40921/Urashimasakatasen_no_Nichijou_Special,https://cdn.myanimelist.net/r/100x140/images/anime/1109/105001.jpg?s=02b14b431a0f8c44005453d3503263c6,6.06
Nerima Daikon Brothers,2762,TV,12,Jan 2006 - Mar 2006,8822,https://myanimelist.net/anime/1655/Nerima_Daikon_Brothers,https://cdn.myanimelist.net/r/100x140/images/anime/7/24303.jpg?s=4baf26be2f72ecc0049c59bbe1fef3ea,7.26
Taiho Shichau zo The Movie,2192,Movie,1,Apr 1999 - Apr 1999,8759,https://myanimelist.net/anime/2013/Taiho_Shichau_zo_The_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1921/92313.jpg?s=7b9c332b63f8165852717966b565f5be,7.37
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,9169,OVA,1,Nov 1999 - Nov 1999,2114,https://myanimelist.net/anime/2301/Uchuu_no_Kishi_Tekkaman_Blade_OVA__Missing_Link,https://cdn.myanimelist.net/r/100x140/images/anime/4/51083.jpg?s=8990537ddc84eafd680117bb01614a76,5.93
Ahiru no Sora,2704,TV,50,Oct 2019 - Sep 2020,190841,https://myanimelist.net/anime/37403/Ahiru_no_Sora,https://cdn.myanimelist.net/r/100x140/images/anime/1975/108030.jpg?s=df709d4043c17acaf3474245f8e66a93,7.27
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,8252,TV,13,Jun 2004 - Sep 2004,8096,https://myanimelist.net/anime/648/Tsuki_wa_Higashi_ni_Hi_wa_Nishi_ni__Operation_Sanctuary,https://cdn.myanimelist.net/r/100x140/images/anime/1/648.jpg?s=2b780cb6faea8ce29119e6b82e153261,6.13
Greek Roman Sinhwa: Olympus Guardian (Movie),10660,Movie,1,Jul 2005 - Jul 2005,533,https://myanimelist.net/anime/9501/Greek_Roman_Sinhwa__Olympus_Guardian_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/5/26269.jpg?s=f86959e13a5074f356151739a6b3633b,5.55
Uchuusen Sagittarius Pilot,10438,Special,1,1982 - 1982,353,https://myanimelist.net/anime/26447/Uchuusen_Sagittarius_Pilot,https://cdn.myanimelist.net/r/100x140/images/anime/4/66367.jpg?s=0fdb6d7b6863034649fb85af02ea7e6a,5.62
Tsubasa Chronicle 2nd Season,1428,TV,26,Apr 2006 - Nov 2006,115664,https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/4/6554.jpg?s=201b36ed6717ae038370740bf46274f1,7.58
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,4598,TV,12,Jul 2018 - Sep 2018,690695,https://myanimelist.net/anime/37210/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu,https://cdn.myanimelist.net/r/100x140/images/anime/1649/93412.jpg?s=72d6ad2d323e1f33a727d63e1b5e08b0,6.86
Black Jack: Dr. Pinoko no Mori no Bouken,8104,Movie,1,Dec 2005 - Dec 2005,2331,https://myanimelist.net/anime/4070/Black_Jack__Dr_Pinoko_no_Mori_no_Bouken,https://cdn.myanimelist.net/r/100x140/images/anime/9/7415.jpg?s=928688ee5086733435d1e2f82206867b,6.16
Twin Signal: Family Game,7739,OVA,3,Sep 1996 - Nov 1996,1854,https://myanimelist.net/anime/1900/Twin_Signal__Family_Game,https://cdn.myanimelist.net/r/100x140/images/anime/12/65095.jpg?s=1e5ec19e27749e3777fbcd49c8b784a8,6.23
Soukou Kihei Votoms: Big Battle,5481,OVA,1,Jul 1986 - Jul 1986,3563,https://myanimelist.net/anime/2584/Soukou_Kihei_Votoms__Big_Battle,https://cdn.myanimelist.net/r/100x140/images/anime/10/24534.jpg?s=57508a6e382b9762fb2a9bfc1983cdf8,6.68
Ling Jian Zun 2nd Season,4465,ONA,30,May 2019 - Sep 2019,2602,https://myanimelist.net/anime/40062/Ling_Jian_Zun_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1909/102091.jpg?s=899f7cf331286f2417580e7456c1c5ad,6.89
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,9332,Special,1,Jul 2007 - Jul 2007,2353,https://myanimelist.net/anime/18729/Marginal_Prince__Gekkeiju_no_Ouji-tachi_-_Tokyo_Merry-Go-Round,https://cdn.myanimelist.net/r/100x140/images/anime/13/50039.jpg?s=8e9a7488864d136f3193cbd7a46a0bce,5.9
Ousama Ranking: Yuuki no Takarabako,2813,TV,10,Apr 2023 - Jun 2023,116341,https://myanimelist.net/anime/52657/Ousama_Ranking__Yuuki_no_Takarabako,https://cdn.myanimelist.net/r/100x140/images/anime/1897/131615.jpg?s=c45336d4b9b02dc7a1748c285310aeff,7.25
Destiny Child,10953,ONA,1,May 2018 - May 2018,1399,https://myanimelist.net/anime/41480/Destiny_Child,https://cdn.myanimelist.net/r/100x140/images/anime/1359/108921.jpg?s=8fc26d4dce12440470c7331c4c651420,5.46
